"NUMERO_PRESTAMO","NOMBRE_OPERACION","IDENTIFICADOR_PROCESO","NOMBRE_ADQUISICION","CATEGORIA_PROCESO","NOMBRE_ORGANISMO_EJECUTOR","MONTO_PRESUPUESTADO_PROCESO_ADQUISICION","ESTADO_PROCESO"
"2243",Construcción de Viaducto y Ampliación de Carretera CA01W (Tramo Los Chorros),SLV-M-2243-1183-CI,"Servicios de Consultoría Individual: ""Técnico Ambiental BCIE – 2243 y 2306"", Sus principales funciones serán: a) Apoyar en las actividades de seguimiento y monitoreo de la ejecución de las obras contenidas en las condiciones técnicas de carácter ambiental, b) Apoyar en la verificación del cumplimiento del plan de manejo ambiental por parte del contratista y el seguimiento de la misma por la supervisión, c) Realizar inspecciones técnicas a los planteles de producción, verificando el cumplimiento de las normativas ambientales al personal, equipos, materiales y laboratorios del supervisor y contratista de los proyectos, d) Realizar visitas de campo periódicas al área de influencia del proyecto, a fin de verificar el cumplimiento de las medidas ambientales establecidas en el PMA, etc. Salario mensual es de: $1,650.00, por un período de 3.5 años.",Consultorías Individuales,Ministerio de Obras Públicas y de Transporte (MOPT),69300.00,Adjudicado
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-13907-O,"Contratación de estudios, diseño y construcción de obras de estabilización Lote 1-4",Obras,Consejo Nacional de Vialidad (CONAVI),3253969.66,Desierto
"2329",Programa de Apoyo a la Red Hospitalaria de la República de Honduras,HND-SDS-2329-5064-O,"Diseño, Construcción, Equipamiento y Puesta en Marcha del Nuevo Hospital de Choluteca, Honduras",Obras,Programa de Apoyo a la Red Hospitalaria de la República de Honduras (PARH),61246023.28,Adjudicado
"2206","Diseño, Construcción y Equipamiento de las instalaciones del Instituto Conmemorativo Gorgas",PAN-2025-2206-24721-O,"Construcción, Equipamiento y Puesta en Marcha del Proyecto Campus Gorgas Fase 1",Obras,Instituto Conmemorativo Gorgas de Estudios para la Salud (ICGES),65322805.67,Adjudicado
"2240",Programa de Modernización y Desarrollo Institucional para la Protección Ciudadana,SLV-PNC(YMDLDN(-2240-4294-O,Readecuación del centro quirúrgico y sala de operaciones de la unidad de emergencia del Hospital Militar Central,Obras,Dirección Nacional de Compras (DINAC),2120000.00,Previsto
"2240",Programa de Modernización y Desarrollo Institucional para la Protección Ciudadana,SLV-2025-2240-14585-CF,Consultoría para la elaboración de las carpetas técnicas correspondientes al proyecto de Construcción de Centros de Atención Ciudadana para la Policía Nacional Civil,Consultorías Firmas,Dirección Nacional de Compras (DINAC),425903.00,En Curso
"2230",Programa de Inversión en Infraestructura y Equipamiento Hospitalario,GTM-2025-2230-10467-O,"Diseño, Construcción, Equipamiento y Puesta en Marcha de los nuevos Hospitales de Jutiapa y Mazatenango: Construcción Hospital de Jutiapa, Jutiapa y Construcción Hospital de Mazatenango, Suchitepéquez.",Obras,Ministerio de Salud Pública y Asistencia Social (MSPAS),0.00,Fracasado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3479-O,"Rehabilitación Edificio - (Remodelación, construcción y reparación de obras de infraestructura en edificio de INVUR, según planos y alcances)",Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),200000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3593-O,"Construcción de viviendas de extrema pobreza fase IV en el  municipio de San Rafael del Norte, (22 viviendas)",Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),176000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3705-O,Construcción de viviendas de extrema pobreza fase VIII en el municipio de Matiguás (12 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),96000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3817-O,Construcción de II etapa de viviendas a familias en extrema pobreza del municipio El Tuma -La Dalia. (32 viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),256000.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-8131-O,Construcción de viviendas de extrema pobreza Fase XIX y XX en el municipio de Tipitapa (27 Viviendas),Obras,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),229500.00,Adjudicado
"2245",Programa Nacional de Construcción de Viviendas de Interés Social,NIC-IDLVUYRDN(-2245-3922-CI,Contratación de Analistas Ambiental. Seguimiento de Proyectos - ((2) Analistas Ambiental de Seguimiento de Proyectos por vigencia del programa (4) años),Consultorías Individuales,Instituto Nicaragüense de Vivienda Urbana y Rural (INVUR),0.00,Fracasado
"2228",MEJORAMIENTO EN LOS AEROPUERTOS DE LA COSTA CARIBE SUR,NIC-2025-2228-17650-B,Equipamiento para el Proyecto Mejoramiento de los Aeropuertos en la Costa Caribe Sur,Bienes,Empresa Administradora de Aeropuertos Internacionales (EAAI ),1950241.87,Previsto
"2273",Programa de Ampliación del Sistema de Transmisión Eléctrica de Nicaragua,NIC-2025-2273-17336-B,Suministro e instalación Equipos para el Sistema de Medición Comercial.,Bienes,Empresa Nacional de Transmisión Eléctrica (ENATREL),118870.00,Previsto
"2314",Fortalecimiento Tecnológico del Registro Nacional de las Personas y la Dirección Nacional de Migraciones,ARG-MDI-2314-8395-B,Sistema Digital de Nacimiento y Defunciones (Hechos vitales),Bienes,Dirección General de Programas y Proyectos Sectoriales y Especiales (DiGePPSE),485224.00,Previsto
"2187",Programa de Sostenibilidad del Sector Eléctrico de Nicaragua,NIC-ENDTE(-2187-7036-B,Adquisición de bienes para normalización Bi-cuerpo - fase 1,Bienes,Empresa Nacional de Transmisión Eléctrica (ENATREL),19304975.53,Adjudicado
"2282",Programa Bono de Alivio a Familias Vulnerables Afectadas por Fenómenos Naturales Producto del Cambio Climático,HND-S-2282-7192-B,Materiales y útiles de oficina para el Sistema de Información de la Red Solidaria (SIRES). (2.5),Bienes,Programa de la Red Solidaria (PRS),15000.00,Previsto
"2141",Programa para la sostenibilidad del sector de agua y saneamiento rural,NIC-2025-2141-14390-O,Proyecto 19932  Agua y Saneamiento Comunidades Tule Sur. (Actualizado monto de ejecución del proyecto).,Obras,Empresa Nicaragüense de Acueductos y Alcantarillados Sanitarios (ENACAL),199849.59,Adjudicado
"2141",Programa para la sostenibilidad del sector de agua y saneamiento rural,NIC-2025-2141-14443-S,Taller para fortalecer la estrategia sectorial y realizar intercambio de experiencias.  (se actualiza el monto al ejecutado),Servicios,Empresa Nicaragüense de Acueductos y Alcantarillados Sanitarios (ENACAL),20985.82,Adjudicado
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-15622-O,Construcción del centro educativo Carlos Joaquin Peralta Echeverria,Obras,Ministerio de Educación Pública (MEP),0.00,Fracasado
"2280",Programa Fortalecimiento Acciones de Protección Contra la Violencia por Motivos de Género,ARG-2025-2280-12608-O,Refuncionalización del Centro Territorial Integral de Santa Fe,Obras,Ministerio de Justicia de Argentina,500000.00,Previsto
"2101",Proyecto de Desarrollo Agricola bajo Riego,HND-S-2101-7801-O,"Diseño y construccion del sistema de riego de Oloman, Yoro.",Obras,Secretaría de Agricultura y Ganadería (SAG),10046549.02,Adjudicado
"2101",Proyecto de Desarrollo Agricola bajo Riego,HND-S-2101-7892-CI,"Contratacion de tres especialistas en organización para la UTL de Tegucigalpa, Comayagua y Yoro (Nahin Jesus Mancia Donarie)",Consultorías Individuales,Secretaría de Agricultura y Ganadería (SAG),58008.51,Adjudicado
"2317",Programa de Emergencia para la Reconstrucción Integral y Resiliente de Infraestructura (PROERI) de la República de Costa Rica,CRI-2025-2317-12513-CF,Supervisión externa de obras,Consultorías Firmas,Ministerio de Vivienda y Asentamientos Humanos (MIVAH),548903.36,Contratado
"2221",Libramiento Anillo Periférico-Carretera CA-5 Sur,HND-2025-2221-14237-S,Servicios de Pagaduría y Escrituración en la Implementación del Plan de Acción de Reasentamiento (PAR) - Banco Fiduciario,Servicios,Secretaría de Infraestructura y Transporte (SIT),0.00,Desierto
"2181GOBERNACIÓN",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-ODSJ-2181GOBERNACIÓN-2423-O,"Diseño, Construcción y Equipamiento del proyecto denominado ""Construcción Centro de Cumplimiento de Condena para Hombres, ubicado Finca Cuyuta, Lote 218, Masagua, Escuintla""",Obras,Ministerio de Gobernación (MINGOB),87906419.43,Adjudicado
"2181GOBERNACIÓN",Programa de inversión y modernización para el sector justicia República de Guatemala,GTM-ODSJ-2181GOBERNACIÓN-2468-CI,Consultor Asistente en procesos tecnológicos,Consultorías Individuales,Ministerio de Gobernación (MINGOB),0.00,Fracasado
"2147",Programa Integral de Seguridad de Belice (BISP - Belize Integral Security Programme),BLZ-MDFDEEI-2147-8857-O,"Construction and Equipment of  Camp Belizario Operations Headquarters, Hurrican Shelter Renovation and the Renovation of Ablutions",Obras,Ministry of Economic Development (MED),970914.29,En Curso
"2147",Programa Integral de Seguridad de Belice (BISP - Belize Integral Security Programme),BLZ-MDFDEEI-2147-8915-CI,"Project Coordinator. The General Coordinator is responsible for leading the Program Execution Unit (PEU) and will be responsible for providing critical technical, logistical and administrative inputs during program implementation (US$3,876/month for 36 months.",Consultorías Individuales,Ministry of Economic Development (MED),0.00,Fracasado
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-19804-O,Construcción de puesto de control. (En Yucul Matagalpa),Obras,Ministerio de Hacienda y Crédito Público (MHCP),0.00,Desierto
"2210",Proyecto de Saneamiento de Bluefields,NIC-2025-2210-13339-CF,"Consultoría para la Optimización del Sistema de Alcantarillado Sanitario de la Ciudad de Bluefields (Optimización Sostenibilidad, Fortalecimiento)",Consultorías Firmas,Empresa Nicaragüense de Acueductos y Alcantarillados Sanitarios (ENACAL),424494.75,Adjudicado
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-19936-B,"Insumos para el establecimiento de sistema de riego para viveros tradicionales y equipo de bombeo y almacenamiento de agua. (Lote 1: sistema de riego tradicional, Lote 2: equipo de bombeo y almacenamiento de agua)",Bienes,Ministerio de Hacienda y Crédito Público (MHCP),0.00,Fracasado
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-20038-CF,Contratación de Consultoría para el desarrollo de Sistema de Alerta Temprana en Plagas,Consultorías Firmas,Ministerio de Hacienda y Crédito Público (MHCP),60000.00,En Curso
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-20123-CI,Especialista Contable,Consultorías Individuales,Ministerio de Hacienda y Crédito Público (MHCP),120900.00,Adjudicado
"2263",Programa Multisectorial para la Reactivación Económica y la Protección Social (NIC-Solidaria),NIC-2025-2263-20217-CI,Especialista en Contratación de Módulos Comunitarios de Adoquinado,Consultorías Individuales,Ministerio de Hacienda y Crédito Público (MHCP),63000.00,Adjudicado
"2050C",Ampliación del Programa PNESER Tramo C,NIC-E-2050C-5829-O,"Construcción de Redes de Distribución en proyectos de Electrificacion Rural. Fase 2. Construcción de 1,361 km para redes de distribución en comunidades rurales.",Obras,Empresa Nacional de Transmisión Eléctrica (ENATREL),12318718.39,Previsto
"2248-TB",Programa para la Reactivación Económica a través de la MIPYME en la Crisis y Post Crisis COVID-19 en HND,HND-B-2248-TB-7256-CI,"3.3 Asistencias Tecnicas y acompañamiento a cajas rurales (2025 a 2029)",Consultorías Individuales,Programa de la Red Solidaria (PRS),2304000.00,Adjudicado
"2337",Programa Surf City - Fase I,SLV-2025-2337-13690-O,"Construcción y equipamiento de Sistema de Alcantarillado Sanitario en playas El Palmarcito y El Sunzal, y construcción de Planta de Tratamiento de Aguas Residuales en Cantón San Alfonso, distrito de Tamanique, departamento de La Libertad",Obras,Ministerio de Obras Públicas y de Transporte (MOPT),5200247.98,Previsto
"2220",Proyecto de Abastecimiento de Agua para la Cuenca Media del Río Tempisque y Comunidades Costeras PAACUME,CRI-2025-2220-19745-O,Diseño y Construcción de la Ampliación Canal Oeste,Obras,"Servicio Nacional de Aguas Subterráneas, Riego y Avenamiento ( Senara)",135379052.86,Previsto
